tag	rating
Eyes Without a Face (Yeux sans visage, Les) (1959)	4
Tales from the Crypt Presents: Bordello of Blood (1996)	3
Spitfire Grill, The (1996)	4
Escape from L.A. (1996)	5
Basquiat (1996)	3
Tin Cup (1996)	2
Godfather, The (1972)	4
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)	4
Bound (1996)	3
Carpool (1996)	3
Kansas City (1996)	3
Gone Fishin' (1997)	5
Nothing to Lose (1994)	4
Supercop 2 (Project S) (Chao ji ji hua) (1993)	3
Relic, The (1997)	4
Island of Dr. Moreau, The (1996)	3
First Kid (1996)	3
Trigger Effect, The (1996)	3
Bogus (1996)	5
Bulletproof (1996)	3
Land Before Time III: The Time of the Great Giving (1995)	4
1-900 (06) (1994)	5
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)	3
Twelfth Night (1996)	3
Mother Night (1996)	3
Wild Reeds (Les roseaux sauvages) (1994)	3
For Whom the Bell Tolls (1943)	4
Philadelphia Story, The (1940)	3
Singin' in the Rain (1952)	4
American in Paris, An (1951)	4
Funny Face (1957)	5
Breakfast at Tiffany's (1961)	3
Vertigo (1958)	4
Rear Window (1954)	3
It Happened One Night (1934)	2
Gaslight (1944)	3
Gay Divorcee, The (1934)	3
North by Northwest (1959)	4
Apartment, The (1960)	3
Some Like It Hot (1959)	2
Charade (1963)	3
Casablanca (1942)	3
Maltese Falcon, The (1941)	4
My Fair Lady (1964)	3
Sabrina (1954)	1
Roman Holiday (1953)	3
Little Princess, The (1939)	5
Meet Me in St. Louis (1944)	4
Wizard of Oz, The (1939)	5
Gone with the Wind (1939)	4
My Favorite Year (1982)	5
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)	1
Citizen Kane (1941)	4
2001: A Space Odyssey (1968)	3
All About Eve (1950)	3
Women, The (1939)	5
Rebecca (1940)	3
Foreign Correspondent (1940)	5
Notorious (1946)	4
Spellbound (1945)	4
Affair to Remember, An (1957)	3
To Catch a Thief (1955)	3
Father of the Bride (1950)	3
Band Wagon, The (1953)	3
Ninotchka (1939)	3
Love in the Afternoon (1957)	5
Gigi (1958)	5
Adventures of Robin Hood, The (1938)	4
Mark of Zorro, The (1940)	3
Laura (1944)	4
Ghost and Mrs. Muir, The (1947)	4
Lost Horizon (1937)	4
Top Hat (1935)	5
To Be or Not to Be (1942)	3
My Man Godfrey (1936)	3
Giant (1956)	3
East of Eden (1955)	3
Thin Man, The (1934)	4
His Girl Friday (1940)	3
Around the World in 80 Days (1956)	5
It's a Wonderful Life (1946)	3
Mr. Smith Goes to Washington (1939)	4
Bringing Up Baby (1938)	5
Penny Serenade (1941)	4
Of Human Bondage (1934)	3
Little Lord Fauntleroy (1936)	3
Inspector General, The (1949)	5
39 Steps, The (1935)	3
Night of the Living Dead (1968)	4
African Queen, The (1951)	3
Beat the Devil (1953)	3
Cat on a Hot Tin Roof (1958)	3
Meet John Doe (1941)	3
Farewell to Arms, A (1932)	3
Nothing Personal (1995)	3
Dangerous Ground (1997)	4
Picnic (1955)	3
Pompatus of Love, The (1996)	3
Fly Away Home (1996)	3
Bliss (1997)	5
Grace of My Heart (1996)	4
Maximum Risk (1996)	3
Michael Collins (1996)	3
Infinity (1996)	4
Big Night (1996)	3
Last Man Standing (1996)	4
Set It Off (1996)	4
2 Days in the Valley (1996)	3
Spider (2002)	3.5
Lady Jane (1986)	1.5
Late Marriage (Hatuna Meuheret) (2001)	1
Life Stinks (1991)	2.5
Meteor Man, The (1993)	3.5
Volcano High (Whasango) (2001)	3
Bringing Down the House (2003)	2
Tears of the Sun (2003)	4.5
Irreversible (Irréversible) (2002)	3
Laurel Canyon (2002)	2
Nowhere in Africa (Nirgendwo in Afrika) (2001)	3
Safety of Objects, The (2001)	2
Bend It Like Beckham (2002)	2
Hunted, The (2003)	2.5
Willard (2003)	3.5
Prozac Nation (2001)	3.5
Spun (2001)	3
King of Kings (1961)	2.5
Talk of the Town, The (1942)	3
Born Free (1966)	3
Equus (1977)	3
Europa Europa (Hitlerjunge Salomon) (1990)	2.5
Glenn Miller Story, The (1953)	3.5
Green Card (1990)	3
Journey to the Center of the Earth (1959)	4
Pauline at the Beach (Pauline à la Plage) (1983)	2.5
Ringu (Ring) (1998)	2.5
Salaam Bombay! (1988)	2
Sweet Charity (1969)	4
Talent for the Game (1991)	4
Boat Trip (2003)	2.5
Dreamcatcher (2003)	3
Piglet's Big Movie (2003)	3
View from the Top (2003)	4
Awful Truth, The (1937)	4
Basic (2003)	3.5
Core, The (2003)	3.5
Head of State (2003)	4
What a Girl Wants (2003)	4
Assassination Tango (2002)	2
Raising Victor Vargas (2002)	3.5
Stevie (2002)	3
Akira Kurosawa's Dreams (Dreams) (1990)	4.5
Day for Night (La Nuit Américaine) (1973)	3.5
In a Lonely Place (1950)	4
Good Thief, The (2002)	3.5
Man Apart, A (2003)	4
Phone Booth (2002)	4.5
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)	2
Levity (2003)	2
Man Without a Past, The (Mies vailla menneisyyttä) (2002)	3.5
Anger Management (2003)	3
Better Luck Tomorrow (2002)	3.5
Ghosts of the Abyss (2003)	4
House of 1000 Corpses (2003)	4
Lilya 4-Ever (Lilja 4-ever) (2002)	2.5
Bulletproof Monk (2003)	2.5
Chasing Papi (a.k.a. Papi Chulo) (2003)	3
Mighty Wind, A (2003)	3
Holes (2003)	2.5
Malibu's Most Wanted (2003)	4.5
Winged Migration (Peuple migrateur, Le) (2001)	3
Flickering Lights (Blinkende lygter) (2000)	3.5
Straw Dogs (1971)	2.5
Beginning of the End (1957)	3
Andromeda Strain, The (1971)	2
Fahrenheit 451 (1966)	4.5
I Am Trying to Break Your Heart (2002)	3
Legal Eagles (1986)	2
Memories of Me (1988)	2.5
Sibling Rivalry (1990)	2.5
Undercover Blues (1993)	3.5
Wildcats (1986)	2
Wiz, The (1978)	1.5
My Father the Hero (Mon père, ce héros.) (1991)	3
Scenes from a Mall (1991)	2.5
Confidence (2003)	4
Identity (2003)	3.5
It Runs in the Family (2003)	3
Decade Under the Influence, A (2003)	3.5
Manic (2001)	2.5
People I Know (2002)	4
Spellbound (2002)	4
Lizzie McGuire Movie, The (2003)	2.5
X2: X-Men United (2003)	2
Blue Car (2002)	2.5
Dancer Upstairs, The (2002)	5
Marooned in Iraq (Gomgashtei dar Aragh) (2002)	3.5
Owning Mahowny (2003)	3.5
Daddy Day Care (2003)	2
Man on the Train (Homme du train, L') (2002)	1.5
Shape of Things, The (2003)	4
Trip, The (2002)	3.5
101 Reykjavik (101 Reykjavík) (2000)	3.5
Chorus Line, A (1985)	2.5
Beat Street (1984)	2
Breakin' 2: Electric Boogaloo (1984)	3
Breakin' (1984)	2.5
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)	4
High Society (1956)	2.5
Kiss Me Kate (1953)	2.5
Matrix Reloaded, The (2003)	4
Down with Love (2003)	2
Cinemania (2002)	2
Spanish Apartment, The (L'auberge espagnole) (2002)	3.5
Pokémon Heroes (2003)	4.5
Bruce Almighty (2003)	2
In-Laws, The (2003)	1.5
Gigantic (A Tale of Two Johns) (2002)	3
Respiro (2002)	4
Finding Nemo (2003)	3.5
Italian Job, The (2003)	3
Wrong Turn (2003)	4
Capturing the Friedmans (2003)	2.5
Together (Han ni Zai Yiki) (2002)	3
2 Fast 2 Furious (Fast and the Furious 2, The) (2003)	1.5
Whale Rider (2002)	3
Nevada Smith (1966)	1.5
Once a Thief (Zong heng si hai) (1991)	3
Silk Stockings (1957)	2
Crazies, The (a.k.a. Code Name: Trixie) (1973)	2.5
Murder on a Sunday Morning (Un coupable idéal) (2001)	4
Siam Sunset (1999)	3
Treasure Island (1950)	2.5
Walk, Don't Run (1966)	3
Animals are Beautiful People (1974)	3.5
Car Wash (1976)	3
Destry Rides Again (1939)	2.5
Intervista (1987)	3.5
Live Wire (1992)	4
Shenandoah (1965)	3
Oscar (1991)	2.5
6th Man, The (Sixth Man, The) (1997)	2.5
Railway Children, The (1970)	3
Two Mules for Sister Sara (1970)	3
Winchester '73 (1950)	3
Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)	4
Objective, Burma! (1945)	2.5
This Boy's Life (1993)	2
Barton Fink (1991)	2.5
Belle époque (1992)	2.5
Flight of the Phoenix, The (1965)	2.5
From the Terrace (1960)	2
Long, Hot Summer, The (1958)	2.5
Man of Aran (1934)	1.5
Music Box (1989)	3
Trial, The (Procès, Le) (1962)	2.5
Unforgiven, The (1960)	3
Good Burger (1997)	2.5
Jubilee (1977)	4
Mississippi Masala (1991)	3
Shattered (1991)	2.5
Song of Bernadette, The (1943)	3
Thoroughly Modern Millie (1967)	3
Dumb and Dumberer: When Harry Met Lloyd (2003)	4
From Justin to Kelly (2003)	3.5
Hollywood Homicide (2003)	4
Alex and Emma (2003)	2.5
28 Days Later (2002)	4
Charlie's Angels: Full Throttle (2003)	4
Fulltime Killer (Chuen jik sat sau) (2001)	2.5
Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)	3
Bodies, Rest & Motion (1993)	3.5
Ring of Terror (1962)	3
You Only Live Once (1937)	4.5
Anastasia (1956)	3
Babe, The (1992)	4
Mr. Baseball (1992)	2.5
Scaramouche (1952)	3.5
Start the Revolution Without Me (1970)	3
Tenant, The (Locataire, Le) (1976)	4
What's Up, Doc? (1972)	3.5
Hulk (2003)	2.5
Legally Blonde 2: Red, White & Blonde (2003)	3.5
Sinbad: Legend of the Seven Seas (2003)	2
Terminator 3: Rise of the Machines (2003)	4
Swimming Pool (2003)	3.5
Pirates of the Caribbean: The Curse of the Black Pearl (2003)	3
League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)	3.5
Cuckoo, The (Kukushka) (2002)	2
I Capture the Castle (2003)	3
Northfork (2003)	4
Bad Boys II (2003)	3
How to Deal (2003)	3
Johnny English (2003)	2.5
Anarchist Cookbook, The (2002)	3.5
Dirty Pretty Things (2002)	3
Embalmer, The (Imbalsamatore, L') (2002)	3
Garage Days (2002)	3.5
Born to Be Wild (1995)	3.5
Curly Sue (1991)	3
Little Giants (1994)	3.5
Loose Cannons (1990)	2
Mouse That Roared, The (1959)	4
Masked & Anonymous (2003)	3.5
Lara Croft Tomb Raider: The Cradle of Life (2003)	2.5
Seabiscuit (2003)	2
Spy Kids 3-D: Game Over (2003)	3.5
Buffalo Soldiers (2001)	2.5
Camp (2003)	1
Mondays in the Sun (Lunes al sol, Los) (2002)	3
Scorched (2003)	3
Avanti! (1972)	3.5
Eve of Destruction (1991)	3
Kickboxer 2: The Road Back (1991)	2.5
Kiss Me, Stupid (1964)	3.5
One, Two, Three (1961)	2
Private Life of Sherlock Holmes, The (1970)	2
Remo Williams: The Adventure Begins (1985)	2.5
Blood of Heroes, The (Salute of the Jugger, The) (1989)	3
What's Up, Tiger Lily? (1966)	4
American Wedding (American Pie 3) (2003)	2.5
Gigli (2003)	3
And Now... Ladies and Gentlemen... (2002)	3
Magdalene Sisters, The (2002)	2.5
Secret Lives of Dentists, The (2002)	4.5
Freaky Friday (2003)	2.5
S.W.A.T. (2003)	4.5
Divorce, Le (2003)	3
Princess Blade, The (Shura Yukihime) (2001)	3.5
Step Into Liquid (2002)	3
Double Life, A (1947)	3.5
Hawks and Sparrows (Uccellacci e Uccellini) (1966)	4
Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)	3.5
Umberto D. (1952)	3.5
Brother's Keeper (1992)	3
I Love You to Death (1990)	3
Freddy vs. Jason (2003)	3
Grind (2003)	2
Open Range (2003)	2
Shaolin Soccer (Siu lam juk kau) (2001)	2.5
Uptown Girls (2003)	3
American Splendor (2003)	2.5
Agent Cody Banks (2003)	3.5
Camp Nowhere (1994)	4.5
Hot Dog... The Movie (1984)	3
House of Wax (1953)	3
Man's Best Friend (1993)	3.5
Sure Thing, The (1985)	3
Valley Girl (1983)	2
Wait Until Dark (1967)	3.5
Tokyo Story (Tôkyô monogatari) (1953)	3
Green Ray, The (Rayon vert, Le) (1986)	1.5
THX 1138 (1971)	1.5
Kind Hearts and Coronets (1949)	2.5
Atragon (Kaitei Gunkan) (1963)	3.5
Attack of the Puppet People (1958)	2
10 (1979)	3
Tremors (1990)	3
Red Shoes, The (1948)	2.5
Pink Panther, The (1963)	4
Pink Panther Strikes Again, The (1976)	2
Commando (1985)	1.5
Dracula (1979)	2.5
Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)	3.5
Waco: The Rules of Engagement (1997)	4
Road Home, The (Wo de fu qin mu qin) (1999)	2.5
Ikiru (1952)	2
Comic Book Villains (2002)	2.5
Angel at My Table, An (1990)	3
Handmaid's Tale, The (1990)	4
Revolution OS (2001)	3
Death in Venice (Morte a Venezia) (1971)	4
Medallion, The (2003)	3.5
My Boss's Daughter (2003)	3.5
Autumn Spring (Babí léto) (2001)	3.5
Battle of Shaker Heights, The (2003)	3
Dust (2001)	3
Stoked: The Rise and Fall of Gator (2002)	3
Jeepers Creepers 2 (2003)	1.5
Bollywood/Hollywood (2002)	3
Once Upon a Time in the Midlands (2002)	3.5
Dickie Roberts: Former Child Star (2003)	2.5
Party Monster (2003)	2
Taking Sides (2001)	3
Cabin Fever (2002)	3.5
Matchstick Men (2003)	3.5
Once Upon a Time in Mexico (2003)	3
Dummy (2002)	2.5
Lost in Translation (2003)	4
Millennium Actress (Sennen joyû) (2001)	2
Children of the Night (1991)	4
Gotcha! (1985)	4.5
Kuffs (1992)	2
Once Upon a Time in China (Wong Fei Hung) (1991)	4
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992)	4.5
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993)	5
Paper Moon (1973)	2.5
Day of the Dead (1985)	4
Hello, Dolly! (1969)	4
Memoirs of an Invisible Man (1992)	3.5
Once Bitten (1985)	2.5
Squirm (1976)	4
Brood, The (1979)	3
Anything Else (2003)	2.5
Cold Creek Manor (2003)	4.5
Fighting Temptations, The (2003)	3
Secondhand Lions (2003)	3
Underworld (2003)	4
Bubba Ho-tep (2002)	3.5
In This World (2002)	3.5
Duplex (2003)	3
Rundown, The (2003)	2
Under the Tuscan Sun (2003)	2
Luther (2003)	2.5
Mambo Italiano (2003)	2.5
My Life Without Me (2003)	4
To Be and to Have (Être et avoir) (2002)	3
Triplets of Belleville, The (Les triplettes de Belleville) (2003)	3.5
Videodrome (1983)	3
Life and Debt (2001)	2.5
Lagaan: Once Upon a Time in India (2001)	3
Judgment at Nuremberg (1961)	2
Brief History of Time, A (1991)	4
Leningrad Cowboys Go America (1989)	4
Rules of the Game, The (La règle du jeu) (1939)	3.5
Seven Brides for Seven Brothers (1954)	3.5
Kiss of the Spider Woman (1985)	3
All the President's Men (1976)	2.5
Angie (1994)	2.5
Apartment, The (Appartement, L') (1996)	2.5
Avalon (2001)	4.5
Babette's Feast (Babettes gæstebud) (1987)	1
Beethoven (1992)	2
Beethoven's 2nd (1993)	3.5
Boyz N the Hood (1991)	4
Bugsy (1991)	4
Bugsy Malone (1976)	3
Cobra (1986)	3
Phenomena (a.k.a. Creepers) (1985)	3
Crimewave (1985)	3
Monty Python's The Meaning of Life (1983)	2.5
Where Eagles Dare (1968)	3.5
Tightrope (1984)	3
Sleeping with the Enemy (1991)	2
PCU (1994)	4
Rookie, The (1990)	3
City Heat (1984)	4
Three O'Clock High (1987)	2
White Hunter, Black Heart (1990)	4.5
Come and See (Idi i smotri) (1985)	3.5
Ginger Snaps (2000)	3
More American Graffiti (1979)	3
It's Pat (1994)	4.5
Regarding Henry (1991)	3.5
Alien Contamination (1980)	2.5
Amazing Transparent Man, The (1960)	2.5
Love Affair (1939)	3
Scrooge (1970)	4
Leap of Faith (1992)	3.5
Gas, Food, Lodging (1992)	2.5
In Cold Blood (1967)	3
Campus Man (1987)	2
Yankee Doodle Dandy (1942)	4.5
Ninja Scroll (Jûbei ninpûchô) (1995)	2
Knife in the Water (Nóz w wodzie) (1962)	3.5
Mobsters (1991)	3.5
Out of Time (2003)	3
School of Rock (2003)	3
Station Agent, The (2003)	2.5
Wonderland (2003)	2
Bus 174 (Ônibus 174) (2002)	2.5
Mystic River (2003)	2.5
House of the Dead, The (2003)	2.5
Intolerable Cruelty (2003)	4.5
Kill Bill: Vol. 1 (2003)	3
Runaway Jury (2003)	2.5
Texas Chainsaw Massacre, The (2003)	4
Pieces of April (2003)	3
Returner (Ritaanaa) (2002)	3
Sylvia (2003)	2.5
Veronica Guerin (2003)	3
In the Cut (2003)	4.5
Beyond Borders (2003)	2
Radio (2003)	3
Scary Movie 3 (2003)	3
Brother Bear (2003)	2
Elephant (2003)	2
Italian Job, The (1969)	2
Sweet Sixteen (2002)	2.5
Alien from L.A. (1988)	3
Interstate 60 (2002)	2
Eye, The (Gin gwai) (Jian gui) (2002)	3
Jolson Story, The (1946)	3.5
You'll Never Get Rich (1941)	2.5
Unvanquished, The (Aparajito) (1957)	4
Cercle Rouge, Le (Red Circle, The) (1970)	2.5
Human Stain, The (2003)	3
Shattered Glass (2003)	3
Matrix Revolutions, The (2003)	1.5
Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)	2.5
Elf (2003)	2.5
Billabong Odyssey (2003)	4
Gloomy Sunday (Ein Lied von Liebe und Tod) (1999)	3.5
Love Actually (2003)	2.5
Father of the Bride (1991)	4.5
My Architect: A Son's Journey (2003)	2.5
Looney Tunes: Back in Action (2003)	3
Master and Commander: The Far Side of the World (2003)	3
Tupac: Resurrection (2003)	3
Big Empty, The (2003)	2
Missing, The (2003)	2
Cat in the Hat, The (2003)	1
Gothika (2003)	3
21 Grams (2003)	2
Barbarian Invasions, The (Les invasions barbares) (2003)	4.5
Bad Santa (2003)	2.5
Haunted Mansion, The (2003)	2.5
Timeline (2003)	2
Damage (Fatale) (1992)	2.5
OT: Our Town (2002)	2.5
Devil's Playground (2002)	2
Journeys with George (2002)	3.5
Darkman (1990)	5
Dead of Night (1945)	1.5
Dernier Combat, Le (Last Battle, The) (1983)	2.5
Desk Set (1957)	1
Europa (Zentropa) (1991)	2.5
Final Analysis (1992)	4
Freshman, The (1990)	3.5
Funny Games (1997)	2.5
Slacker (1991)	2.5
WarGames (1983)	3.5
Ordet (Word, The) (1955)	2.5
Forbidden Games (Jeux interdits) (1952)	3.5
Jane Eyre (1944)	3
Tale of Two Cities, A (1935)	4
Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)	3.5
Ben-Hur: A Tale of the Christ (1925)	2.5
Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)	2.5
Gorky Park (1983)	3
The Great Train Robbery (1978)	3
Guarding Tess (1994)	3.5
Hannah and Her Sisters (1986)	2.5
Hard Way, The (1991)	4.5
Highlander II: The Quickening (1991)	3.5
Hoffa (1992)	1
House of Cards (1993)	4
Housesitter (1992)	2.5
Hudson Hawk (1991)	3
Invasion of the Body Snatchers (1978)	2.5
Kindergarten Cop (1990)	3
King Ralph (1991)	2
Last Boy Scout, The (1991)	2
Last Tango in Paris (Ultimo tango a Parigi) (1972)	2
Lorenzo's Oil (1992)	4
Lover, The (Amant, L') (1992)	4
Mr. Destiny (1990)	0.5
Night of the Hunter, The (1955)	3.5
Only the Lonely (1991)	3
Over the Top (1987)	4.5
Passenger 57 (1992)	2.5
Presumed Innocent (1990)	4.5
Project X (1987)	4
Proof (1991)	2
Battle Royale (Batoru rowaiaru) (2000)	3
Wedding Banquet, The (Xi yan) (1993)	3.5
Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)	4
Midnight Clear, A (1992)	4
Summer School (1987)	2.5
Silverado (1985)	2.5
Quick Change (1990)	4
Radio Flyer (1992)	2.5
Real McCoy, The (1993)	3
Revenge (1990)	3
Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)	4.5
Show Me Love (Fucking Åmål) (1998)	2
Teen Wolf (1985)	2
High Heels (Tacones lejanos) (1991)	2
Things You Can Tell Just by Looking at Her (2000)	4
To Live and Die in L.A. (1985)	3.5
Trapped in Paradise (1994)	2.5
Wild at Heart (1990)	2
Witches, The (1990)	2.5
Witches of Eastwick, The (1987)	3.5
Year of the Dragon (1985)	3
Nothing to Lose (1997)	2
Flying Down to Rio (1933)	3
Follow the Fleet (1936)	2.5
What's New, Pussycat (1965)	2.5
Mary of Scotland (1936)	2
Roberta (1935)	2.5
Little Women (1949)	3
Swing Time (1936)	3.5
Public Enemy, The (1931)	3.5
Midsummer Night's Dream, A (1935)	3
Life with Father (1947)	4
National Velvet (1944)	3
Jesus Christ Superstar (1973)	2
Dark Victory (1939)	3.5
Birdman of Alcatraz (1962)	3
Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)	2.5
Beauty and the Beast (La belle et la bête) (1946)	4
Birth of a Nation, The (1915)	4
Juliet of the Spirits (Giulietta degli spiriti) (1965)	3
Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)	4.5
Red River (1948)	2.5
Woman Under the Influence, A (1974)	3.5
Stagecoach (1939)	3.5
Shot in the Dark, A (1964)	2.5
Navigator, The (1924)	3
Court Jester, The (1956)	3
Bullitt (1968)	3
Jezebel (1938)	3
Hunchback of Notre Dame, The (1939)	3.5
42nd Street (1933)	3.5
That Touch of Mink (1962)	4.5
Sweet Dreams (1985)	3.5
Play It Again, Sam (1972)	4.5
Send Me No Flowers (1964)	1.5
Pygmalion (1938)	2.5
Passage to India, A (1984)	3.5
Black Orpheus (Orfeu Negro) (1959)	2
Amarcord (1973)	5
Hero (Ying xiong) (2002)	3.5
Horse Feathers (1932)	4
Anna Karenina (1935)	4
Front Page, The (1974)	3
Rivers and Tides (2001)	3.5
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)	4
Doc Hollywood (1991)	4.5
Dragnet (1987)	4.5
Madhouse (1990)	4.5
1941 (1979)	4
Foul Play (1978)	4.5
Crime Story (Zhong an zu) (1993)	4.5
Beyond the Clouds (Al di là delle nuvole) (1996)	4
Collector, The (1965)	5
Deep Red (Profondo rosso) (1975)	5
Diabolique (Les diaboliques) (1955)	3.5
Leprechaun (1993)	4
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987)	4.5
Adam's Rib (1949)	5
King of Hearts (1966)	4.5
Naked Lunch (1991)	4
Grass (1999)	4.5
Spring Forward (1999)	4
Run (1991)	4
Summer Place, A (1959)	4
Night at the Opera, A (1935)	4
Element of Crime, The (Forbrydelsens Element) (1984)	5
Cooler, The (2003)	4.5
In America (2002)	4
My Flesh and Blood (2003)	5
Honey (2003)	4.5
Last Samurai, The (2003)	2
Big Fish (2003)	5
Something's Gotta Give (2003)	5
Stuck on You (2003)	1.5
Girl with a Pearl Earring (2003)	3
Lord of the Rings: The Return of the King, The (2003)	4
Mona Lisa Smile (2003)	4.5
Calendar Girls (2003)	5
Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)	4
House of Sand and Fog (2003)	3
Monster (2003)	3.5
Cheaper by the Dozen (2003)	4.5
Cold Mountain (2003)	4
Paycheck (2003)	4.5
Peter Pan (2003)	4.5
Company, The (2003)	3.5
Japanese Story (2003)	5
Chasing Liberty (2004)	3
Aileen: Life and Death of a Serial Killer (2003)	4
Along Came Polly (2004)	4
Torque (2004)	4
Crimson Gold (Talaye sorgh) (2003)	2
Osama (2003)	4
Great Gatsby, The (1974)	4.5
Wuthering Heights (1992)	5
Ship of Fools (1965)	4.5
This Property is Condemned (1966)	4.5
Jane Eyre (1970)	4.5
Blame It on the Bellboy (1992)	3.5
Only the Strong (1993)	4
Adventures of Ford Fairlane, The (1990)	4
Beyond Re-Animator (2003)	5
Wind and the Lion, The (1975)	4.5
Mon Oncle (My Uncle) (1958)	4.5
Dr. Jekyll and Mr. Hyde (1941)	4
M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)	4
People Will Talk (1951)	4
I Was a Male War Bride (1949)	4.5
To Have and Have Not (1944)	5
High Sierra (1941)	4
Dark Passage (1947)	4
Ox-Bow Incident, The (1943)	4
They Drive by Night (1940)	5
Reefer Madness (a.k.a. Tell Your Children) (1938)	3.5
D.O.A. (1950)	4.5
Pumping Iron (1977)	4.5
Cool World (1992)	4.5
Strada, La (1954)	4
Ichi the Killer (Koroshiya 1) (2001)	4.5
Boy and His Dog, A (1975)	4
Ashes and Diamonds (Popiól i diament) (1958)	5
Intolerance: Love's Struggle Throughout the Ages (1916)	5
